ID,Name,Description
S0650,QakBot,QakBot  has the ability to use DLL side-loading for execution. 
S0629,RainyDay,RainyDay  can use side-loading to run malicious executables. 
S0662,RCSession,RCSession  can be installed via DLL side-loading.   
S0074,Sakula,"Sakula  uses DLL side-loading, typically using a digitally signed sample of Kaspersky Anti-Virus (AV) 6.0 for Windows Workstations or McAfee's Outlook Scan About Box to load malicious DLL files. "
G1008,SideCopy,SideCopy  has used a malicious loader DLL file to execute the  credwiz.exe  process and side-load the malicious payload  Duser.dll . 
G0121,Sidewinder,Sidewinder  has used DLL side-loading to drop and execute malicious payloads including the hijacking of the legitimate Windows application file rekeywiz.exe. 
S0663,SysUpdate,SysUpdate  can load DLLs through vulnerable legitimate executables. 
S0098,T9000,"During the  T9000  installation process, it drops a copy of the legitimate Microsoft binary igfxtray.exe. The executable contains a side-loading weakness which is used to load a portion of the malware. "
G0027,Threat Group-3390,"Threat Group-3390  has used DLL side-loading, including by using legitimate Kaspersky antivirus variants as well as  rc.exe , a legitimate Microsoft Resource Compiler.     "
G0081,Tropic Trooper,Tropic Trooper  has been known to side-load DLLs using a valid version of a Windows Address Book and Windows Defender executable with one of their tools.  
S0579,Waterbear,Waterbear  has used DLL side loading to import and load a malicious DLL loader. 
S0176,Wingbird,"Wingbird  side loads a malicious file, sspisrv.dll, in part of a spoofed lssas.exe service.  "
S0230,ZeroT,ZeroT  has used DLL side-loading to load malicious payloads.  
M1013,Application Developer Guidance,"When possible, include hash values in manifest files to help prevent side-loading of malicious libraries. "
M1051,Update Software,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
G0096,APT41,"APT41  has used search order hijacking to execute malicious payloads, such as Winnti RAT. "
G0143,Aquatic Panda,"Aquatic Panda  has used DLL search-order hijacking to load  exe ,  dll , and  dat  files into memory. "
S0373,Astaroth,Astaroth  can launch itself via DLL Search Order Hijacking. 
G0135,BackdoorDiplomacy,BackdoorDiplomacy  has executed DLL search order hijacking. 
S0415,BOOSTWRITE,"BOOSTWRITE  has exploited the loading of the legitimate Dwrite.dll file by actually loading the gdi library, which then loads the gdiplus library and ultimately loads the local Dwrite dll. "
S1063,Brute Ratel C4,Brute Ratel C4  has used search order hijacking to load a malicious payload DLL as a dependency to a benign application packaged in the same ISO. 
S0631,Chaes,Chaes  has used search order hijacking to load a malicious DLL. 
S0538,Crutch,"Crutch  can persist via DLL search order hijacking on Google Chrome, Mozilla Firefox, or Microsoft OneDrive. "
S0134,Downdelph,Downdelph  uses search order hijacking of the Windows executable sysprep.exe to escalate privileges. 
S0363,Empire,Empire  contains modules that can discover and exploit various DLL hijacking opportunities. 
G0120,Evilnum,"Evilnum  has used the malware variant, TerraTV, to load a malicious DLL placed in the TeamViewer directory, instead of the original Windows DLL located in a system folder. "
S0182,FinFisher,A  FinFisher  variant uses DLL search order hijacking.  
S0661,FoggyWeb,FoggyWeb 's loader has used DLL Search Order Hijacking to load malicious code instead of the legitimate  version.dll  during the  Microsoft.IdentityServer.ServiceHost.exe  execution process. 
S0009,Hikit,Hikit  has used  DLL Search Order Hijacking  to load  oci.dll  as a persistence mechanism. 
S0070,HTTPBrowser,"HTTPBrowser  abuses the Windows DLL load order by using a legitimate Symantec anti-virus binary, VPDN_LU.exe, to load a malicious DLL that mimics a legitimate Symantec DLL, navlu.dll. "
S0260,InvisiMole,InvisiMole  can be launched by using DLL search order hijacking in which the wrapper DLL is placed in the same folder as explorer.exe and loaded during startup into the Windows Explorer process instead of the legitimate library. 
S0530,Melcoz,Melcoz  can use DLL hijacking to bypass security controls. 
G0045,menuPass,menuPass  has used DLL search order hijacking. 
S0280,MirageFox,MirageFox  is likely loaded via DLL hijacking into a legitimate McAfee binary. 
S0013,PlugX,PlugX  has the ability to use DLL search order hijacking for installation on targeted systems. 
S0194,PowerSploit,PowerSploit  contains a collection of Privesc-PowerUp modules that can discover and exploit DLL hijacking opportunities in services and processes.  
S0113,Prikormka,Prikormka  uses DLL search order hijacking for persistence by saving itself as ntshrui.dll to the Windows directory so it will load before the legitimate ntshrui.dll saved in the System32 subdirectory. 
S0458,Ramsay,Ramsay  can hijack outdated Windows application dependencies with malicious versions of its own DLL payload. 
S0153,RedLeaves,RedLeaves  is launched through use of DLL search order hijacking to load a malicious dll. 
G0048,RTM,RTM  has used search order hijacking to force TeamViewer to load a malicious DLL. 
G0027,Threat Group-3390,Threat Group-3390  has performed DLL search order hijacking to execute their payload. 
G0131,Tonto Team,Tonto Team  abuses a legitimate and signed Microsoft executable to launch a malicious DLL. 
S0612,WastedLocker,WastedLocker  has performed DLL hijacking before execution. 
S0109,WEBC2,"Variants of  WEBC2  achieve persistence by using DLL search order hijacking, usually by copying the DLL file to  %SYSTEMROOT%  ( C:\WINDOWS\ntshrui.dll ). "
G0107,Whitefly,Whitefly  has used search order hijacking to run the loader Vcrodat. 
M1047,Audit,Use auditing tools capable of detecting DLL search order hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for DLL hijacking weaknesses.  Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-by-side problems in software. 
M1038,Execution Prevention,Adversaries may use new DLLs to execute this technique. Identify and block potentially malicious software executed through search order hijacking by using application control solutions capable of blocking DLLs loaded by legitimate software.
M1044,Restrict Library Loading,Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+. Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g.  %SYSTEMROOT% )to be used before local directory DLLs (e.g. a user's home directory) The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration >  > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at  HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode  
S0588,GoldMax,The  GoldMax  Linux variant has been executed with the  nohup  command to ignore hangup signals and continue to run if the terminal session was terminated. 
S0402,OSX/Shlayer,OSX/Shlayer  has used the  nohup  command to instruct executed payloads to ignore hangup signals. 
S0154,Cobalt Strike,Cobalt Strike  can use spoof arguments in spawned processes that execute beacon commands. 
S0615,SombRAT,SombRAT  has the ability to modify its process memory to hide process command-line arguments. 
S0363,Empire,Empire  has a dylib hijacker module that generates a malicious dylib given the path to a legitimate dylib of a vulnerable application. 
M1022,Restrict File and Directory Permissions,"Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard dylib folders."
S0363,Empire,Empire  contains modules that can discover and exploit path interception opportunities in the PATH environment variable. 
S0194,PowerSploit,PowerSploit  contains a collection of Privesc-PowerUp modules that can discover and exploit path interception opportunities in the PATH environment variable.  
M1047,Audit,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search order Windows uses for executing or loading binaries and use fully qualified paths wherever appropriate. Clean up old Windows Registry keys when software is uninstalled to avoid keys with no associated legitimate binaries. Periodically search for and correct or report path interception weaknesses on systems that may have been introduced using custom or available tools that report software using insecure path configurations.   "
M1038,Execution Prevention,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Control, AppLocker, or Software Restriction Policies where appropriate.      "
M1022,Restrict File and Directory Permissions,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory  C:  and system directories, such as  C:\Windows\ , to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
M1047,Audit,Use auditing tools capable of detecting file system permissions abuse opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for service file system permissions weaknesses. 
M1052,User Account Control,"Turn off UAC's privilege elevation for standard users    to automatically deny elevation requests, add:  ""ConsentPromptBehaviorUser""=dword:00000000 . Consider enabling installer detection for all users by adding:  ""EnableInstallerDetection""=dword:00000001 . This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add:  ""EnableInstallerDetection""=dword:00000000 . This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.   "
M1018,User Account Management,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able.
G0096,APT41,APT41  has configured payloads to load via LD_PRELOAD. 
S0377,Ebury,Ebury  has injected its dynamic library into descendent processes of sshd via LD_PRELOAD. 
S0394,HiddenWasp,HiddenWasp  adds itself as a shared object to the LD_PRELOAD environment variable. 
S0601,Hildegard,Hildegard  has modified /etc/ld.so.preload to intercept shared library import functions. 
G0106,Rocke,Rocke  has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists. 
S0658,XCSSET,XCSSET  adds malicious file paths to the  DYLD_FRAMEWORK_PATH  and  DYLD_LIBRARY_PATH  environment variables to execute malicious code. 
M1038,Execution Prevention,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.
M1028,Operating System Configuration,"When System Integrity Protection (SIP) is enabled in macOS, the aforementioned environment variables are ignored when executing protected binaries. Third-party applications can also leverage Apple’s Hardened Runtime, ensuring these environment variables are subject to imposed restrictions.   Admins can add restrictions to applications by setting the setuid and/or setgid bits, use entitlements, or have a __RESTRICT segment in the Mach-O binary."
S0363,Empire,Empire  contains modules that can discover and exploit search order hijacking vulnerabilities. 
S0194,PowerSploit,PowerSploit  contains a collection of Privesc-PowerUp modules that can discover and exploit search order hijacking vulnerabilities.  
M1047,Audit,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search order Windows uses for executing or loading binaries and use fully qualified paths wherever appropriate. Clean up old Windows Registry keys when software is uninstalled to avoid keys with no associated legitimate binaries. Periodically search for and correct or report path interception weaknesses on systems that may have been introduced using custom or available tools that report software using insecure path configurations.   "
M1038,Execution Prevention,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Control, AppLocker, or Software Restriction Policies where appropriate.      "
M1022,Restrict File and Directory Permissions,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory  C:  and system directories, such as  C:\Windows\ , to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
S0363,Empire,Empire  contains modules that can discover and exploit unquoted path vulnerabilities. 
S0194,PowerSploit,PowerSploit  contains a collection of Privesc-PowerUp modules that can discover and exploit unquoted path vulnerabilities.  
M1047,Audit,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search order Windows uses for executing or loading binaries and use fully qualified paths wherever appropriate. Clean up old Windows Registry keys when software is uninstalled to avoid keys with no associated legitimate binaries. Periodically search for and correct or report path interception weaknesses on systems that may have been introduced using custom or available tools that report software using insecure path configurations.   "
M1038,Execution Prevention,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Control, AppLocker, or Software Restriction Policies where appropriate.      "
M1022,Restrict File and Directory Permissions,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory  C:  and system directories, such as  C:\Windows\ , to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
G0108,Blue Mockingbird,Blue Mockingbird  has used wmic.exe and Windows Registry modifications to set the COR_PROFILER environment variable to execute a malicious DLL whenever a process loads the .NET CLR. 
S1066,DarkTortilla,DarkTortilla  can detect profilers by verifying the  COR_ENABLE_PROFILING  environment variable is present and active. 
M1038,Execution Prevention,Identify and block potentially malicious unmanaged COR_PROFILER profiling DLLs  by using application control solutions like AppLocker that are capable of auditing and/or blocking unapproved DLLs.   
M1024,Restrict Registry Permissions,Ensure proper permissions are set for Registry hives to prevent users from modifying keys associated with COR_PROFILER.
M1018,User Account Management,Limit the privileges of user accounts so that only authorized administrators can edit system environment variables.
S1063,Brute Ratel C4,Brute Ratel C4  has the ability to hide memory artifacts and to patch Event Tracing for Windows (ETW) and the Anti Malware Scan Interface (AMSI).  
S0377,Ebury,Ebury  can hook logging functions so that nothing from the backdoor gets sent to the logging facility. 
S0697,HermeticWiper,HermeticWiper  has the ability to set the  HKLM:\SYSTEM\\CurrentControlSet\\Control\\CrashControl\CrashDumpEnabled  Registry key to  0  in order to disable crash dumps.   
S0579,Waterbear,Waterbear  can hook the  ZwOpenProcess  and  GetExtendedTcpTable  APIs called by the process of a security product to hide PIDs and TCP records from detection. 
S1065,Woody RAT,Woody RAT  has suppressed all error reporting by calling  SetErrorMode  with 0x8007 as a parameter. 
M1022,Restrict File and Directory Permissions,"Ensure event tracers/forwarders   , firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls."
M1054,Software Configuration,"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations."
M1018,User Account Management,"Ensure event tracers/forwarders   , firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls and cannot be manipulated by user accounts."
C0006,Operation Honeybee,"During  Operation Honeybee , the threat actors used a batch file that modified the COMSysApp service to load a malicious ipnet.dll payload and to load a DLL into the  svchost.exe  process. "
M1024,Restrict Registry Permissions,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.
S0089,BlackEnergy,"One variant of  BlackEnergy  locates existing driver services that have been disabled and drops its driver component into one of those service's paths, replacing the legitimate executable. The malware then sets the hijacked service to start automatically to establish persistence. "
M1047,Audit,Use auditing tools capable of detecting file system permissions abuse opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for service file system permissions weaknesses. 
M1052,User Account Control,"Turn off UAC's privilege elevation for standard users   to automatically deny elevation requests, add:  ""ConsentPromptBehaviorUser""=dword:00000000 . Consider enabling installer detection for all users by adding:  ""EnableInstallerDetection""=dword:00000001 . This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add:  ""EnableInstallerDetection""=dword:00000000 . This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged. "
M1018,User Account Management,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  modified in-registry internet settings to lower internet security.  "
S0331,Agent Tesla,Agent Tesla  has the capability to kill any running analysis processes and AV software. 
G0016,APT29,APT29  has disabled Purview Audit on targeted accounts prior to stealing emails from  Microsoft 365 tenants. 
G0143,Aquatic Panda,Aquatic Panda  has attempted to stop endpoint detection and response (EDR) tools on compromised systems. 
S0640,Avaddon,Avaddon  looks for and attempts to stop anti-malware solutions. 
S0638,Babuk,Babuk  can stop anti-virus services on a compromised host. 
S0534,Bazar,Bazar  has manually loaded ntdll from disk in order to identity and remove API hooks set by security products. 
S0252,Brave Prince,Brave Prince  terminates antimalware processes. 
G0060,BRONZE BUTLER,BRONZE BUTLER  has incorporated code into several tools that attempts to terminate anti-virus processes. 
S0482,Bundlore,Bundlore  can change browser security settings to enable extensions to be installed.  Bundlore  uses the  pkill cfprefsd  command to prevent users from inspecting processes.  
S0484,Carberp,Carberp  has attempted to disable security software by creating a suspended process for the security software and injecting code to delete antivirus core files when the process is resumed. 
S0144,ChChes,ChChes  can alter the victim's proxy configuration. 
S0611,Clop,Clop  can uninstall or disable security products. 
S0154,Cobalt Strike,Cobalt Strike  has the ability to use Smart Applet attacks to disable the Java SecurityManager sandbox.  
S0608,Conficker,Conficker  terminates various services related to system security and Windows. 
S0334,DarkComet,DarkComet  can disable Security Center functions like anti-virus.  
S0659,Diavol,Diavol  can attempt to stop security software. 
S0695,Donut,"Donut  can patch Antimalware Scan Interface (AMSI), Windows Lockdown Policy (WLDP), as well as exit-related  Native API  functions to avoid process termination. "
S0377,Ebury,Ebury  can disable SELinux Role-Based Access Control and deactivate PAM modules. 
S0554,Egregor,Egregor  has disabled Windows Defender to evade protections. 
S0605,EKANS,EKANS  stops processes related to security and management software.  
G1003,Ember Bear,Ember Bear  has executed a batch script designed to disable Windows Defender on a compromised host. 
G0037,FIN6,FIN6  has deployed a utility script named  kill.bat  to disable anti-virus. 
G0047,Gamaredon Group,Gamaredon Group  has delivered macros which can tamper with Microsoft Office security settings. 
S0249,Gold Dragon,Gold Dragon  terminates anti-malware processes if they’re found running on the system. 
S0477,Goopy,Goopy  has the ability to disable Microsoft Outlook's security policies to disable macro warnings. 
G0078,Gorgon Group,Gorgon Group  malware can attempt to disable security features in Microsoft Office and Windows Defender using the  taskkill  command. 
S0531,Grandoreiro,"Grandoreiro  can hook APIs, kill processes, break file system paths, and change ACLs to prevent security tools from running. "
S0132,H1N1,"H1N1  kills and disables services for Windows Security Center, and Windows Defender. "
S0061,HDoor,HDoor  kills anti-virus found on the victim. 
S0601,Hildegard,Hildegard  has modified DNS resolvers to evade DNS monitoring tools. 
S0434,Imminent Monitor,Imminent Monitor  has a feature to disable Windows Task Manager. 
G0119,Indrik Spider,Indrik Spider  used  PsExec  to leverage Windows Defender to disable scanning of all downloaded files and to restrict real-time monitoring. 
S0201,JPIN,JPIN  can lower security settings by changing Registry keys. 
G0094,Kimsuky,Kimsuky  has been observed turning off Windows Security Center and can hide the AV software window from the view of the infected user.  
S0669,KOCTOPUS,KOCTOPUS  will attempt to delete or disable all Registry keys and scheduled tasks related to Microsoft Security Defender and Security Essentials. 
G0032,Lazarus Group,"Lazarus Group  malware TangoDelta attempts to terminate various processes associated with McAfee. Additionally,  Lazarus Group  malware SHARPKNOT disables the Microsoft Windows System Event Notification and Alerter services.     ."
S0372,LockerGoga,"LockerGoga  installation has been immediately preceded by a ""task kill"" command in order to disable anti-virus. "
S1048,macOS.OSAMiner,"macOS.OSAMiner  has searched for the Activity Monitor process in the System Events process list and kills the process if running.  macOS.OSAMiner  also searches the operating system's  install.log  for apps matching its hardcoded list, killing all matching process names. "
G0059,Magic Hound,Magic Hound  has disabled antivirus services on targeted systems in order to upload malicious payloads. 
S0449,Maze,"Maze  has disabled dynamic analysis and other security tools including IDA debugger, x32dbg, and OllyDbg.   It has also disabled Windows Defender's Real-Time Monitoring feature and attempted to disable endpoint protection services. "
S0576,MegaCortex,MegaCortex  was used to kill endpoint security processes. 
S0455,Metamorfo,Metamorfo  has a function to kill processes associated with defenses and can prevent certain processes from launching.  
S0688,Meteor,Meteor  can attempt to uninstall Kaspersky Antivirus or remove the Kaspersky license; it can also add all files and folders related to the attack to the Windows Defender exclusion list. 
G0069,MuddyWater,MuddyWater  can disable the system's local proxy settings. 
S0228,NanHaiShu,NanHaiShu  can change Internet Explorer settings to reduce warnings about malware activity. 
S0336,NanoCore,NanoCore  can modify the victim's anti-virus.  
S0457,Netwalker,Netwalker  can detect and terminate active security software-related processes on infected systems.  
C0002,Night Dragon,"During  Night Dragon , threat actors disabled anti-virus and anti-spyware tools in some instances on the victim’s machines. The actors also disabled proxy settings to allow direct communication from victims to the Internet. "
S0223,POWERSTATS,POWERSTATS  can disable Microsoft Office Protected View by changing Registry keys. 
S0279,Proton,Proton  kills security tools like Wireshark that are running. 
G0024,Putter Panda,Malware used by  Putter Panda  attempts to terminate processes corresponding to two components of Sophos Anti-Virus (SAVAdminService.exe and SavService.exe). 
S0583,Pysa,Pysa  has the capability to stop antivirus services and disable Windows Defender. 
S0650,QakBot,QakBot  has the ability to modify the Registry to add its binaries to the Windows Defender exclusion list. 
S0481,Ragnar Locker,Ragnar Locker  has attempted to terminate/stop processes and services associated with endpoint security products. 
S0496,REvil,REvil  can connect to and disable the Symantec server on the victim's network. 
S0400,RobbinHood,RobbinHood  will search for Windows services that are associated with antivirus software on the system and kill the process. 
G0106,Rocke,Rocke  used scripts which detected and uninstalled antivirus software.  
S0253,RunningRAT,RunningRAT  kills antimalware running process. 
S0446,Ryuk,Ryuk  has stopped services related to anti-virus. 
S0692,SILENTTRINITY,SILENTTRINITY 's  amsiPatch.py  module can disable Antimalware Scan Interface (AMSI) functions. 
S0468,Skidmap,Skidmap  has the ability to set SELinux to permissive mode. 
C0024,SolarWinds Compromise,"During the  SolarWinds Compromise ,  APT29  used the service control manager on a remote system to disable services associated with security monitoring products. "
S0058,SslMM,SslMM  identifies and kills anti-malware processes. 
S0491,StrongPity,StrongPity  can add directories used by the malware to the Windows Defender exclusions list to prevent detection. 
S0559,SUNBURST,SUNBURST  attempted to disable software security services following checks against a FNV-1a + XOR hashed hardcoded blocklist. 
G1018,TA2541,TA2541   has attempted to disable built-in security protections such as Windows AMSI.  
G0092,TA505,TA505  has used malware to disable Windows Defender. 
G0139,TeamTNT,"TeamTNT  has disabled and uninstalled security tools such as Alibaba, Tencent, and BMC cloud monitoring agents on cloud-based infrastructure.  "
S0595,ThiefQuest,ThiefQuest  uses the function  kill_unwanted  to obtain a list of running processes and kills each process matching a list of security related processes. 
S0004,TinyZBot,TinyZBot  can disable Avira anti-virus. 
S0266,TrickBot,TrickBot  can disable Windows Defender. 
G0010,Turla,"Turla  has used a AMSI bypass, which patches the in-memory amsi.dll, in PowerShell scripts to bypass Windows antimalware products. "
S0130,Unknown Logger,"Unknown Logger  has functionality to disable security tools, including Kaspersky, BitDefender, and MalwareBytes. "
S0670,WarzoneRAT,WarzoneRAT  can disarm Windows Defender during the UAC process to evade detection. 
S0689,WhisperGate,WhisperGate  can download and execute AdvancedRun.exe to disable the Windows Defender Theat Protection service and set an exclusion path for the C:\ drive.   
G0102,Wizard Spider,Wizard Spider  has shut down or uninstalled security applications on victim systems that might prevent ransomware from executing.    
S0412,ZxShell,ZxShell  can kill AV products' processes. 
M1038,Execution Prevention,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security applications are used and running on enterprise systems."
M1022,Restrict File and Directory Permissions,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security services.
M1024,Restrict Registry Permissions,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security services.
M1018,User Account Management,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security services.
S1091,Pacu,Pacu  can allowlist IP addresses in AWS GuardDuty. 
M1047,Audit,Routinely check account role permissions to ensure only expected users and roles have permission to modify cloud firewalls.
M1018,User Account Management,Ensure least privilege principles are applied to Identity and Access Management (IAM) security policies. 
G0082,APT38,"APT38  have created firewall exemptions on specific ports, including ports 443, 6443, 8443, and 9443. "
S0031,BACKSPACE,"The ""ZR"" variant of  BACKSPACE  will check to see if known host-based firewalls are installed on the infected systems.  BACKSPACE  will attempt to establish a C2 channel, then will examine open windows to identify a pop-up from the firewall software and will simulate a mouse-click to allow the connection to proceed. "
S0245,BADCALL,BADCALL  disables the Windows firewall before binding to a port. 
G0008,Carbanak,Carbanak  may use  netsh  to add local firewall rule exceptions. 
S0492,CookieMiner,"CookieMiner  has checked for the presence of ""Little Snitch"", macOS network monitoring and application firewall software, stopping and exiting if it is found. "
S0687,Cyclops Blink,Cyclops Blink  can modify the Linux iptables firewall to enable C2 communication via a stored list of port numbers.  
S0334,DarkComet,DarkComet  can disable Security Center functions like the Windows Firewall.  
G0035,Dragonfly,Dragonfly  has disabled host-based firewalls. The group has also globally opened port 3389. 
S0531,Grandoreiro,Grandoreiro  can block the Deibold Warsaw GAS Tecnologia security tool at the firewall level. 
S0132,H1N1,H1N1  kills and disables services for Windows Firewall. 
S0246,HARDRAIN,HARDRAIN  opens the Windows Firewall to modify incoming connections. 
S0376,HOPLIGHT,HOPLIGHT  has modified the firewall using  netsh . 
S0260,InvisiMole,InvisiMole  has a command to disable routing and the Firewall on the victim’s machine. 
S0088,Kasidet,Kasidet  has the ability to change firewall settings to allow a plug-in to be downloaded. 
G0094,Kimsuky,Kimsuky  has been observed disabling the system firewall. 
G0032,Lazarus Group,Various  Lazarus Group  malware modifies the Windows firewall to allow incoming connections or disable it entirely using  netsh .    
G0059,Magic Hound,"Magic Hound  has added the following rule to a victim's Windows firewall to allow RDP traffic -  ""netsh"" advfirewall firewall add rule name=""Terminal Server"" dir=in action=allow protocol=TCP localport=3389 .  "
G1009,Moses Staff,Moses Staff  has used batch scripts that can disable the Windows firewall on specific remote machines. 
S0336,NanoCore,NanoCore  can modify the victim's firewall.  
S0108,netsh,netsh  can be used to disable local firewall settings.  
S0385,njRAT,njRAT  has modified the Windows firewall to allow itself to communicate through the firewall.  
C0014,Operation Wocao,"During  Operation Wocao , threat actors used PowerShell to add and delete rules in the Windows firewall. "
S1032,PyDCrypt,"PyDCrypt  has modified firewall rules to allow incoming SMB, NetBIOS, and RPC connections using  netsh.exe  on remote machines. "
S0125,Remsec,Remsec  can add or remove applications or ports on the Windows firewall or disable it entirely. 
G0106,Rocke,Rocke  used scripts which killed processes and added firewall rules to block traffic related to other cryptominers. 
C0024,SolarWinds Compromise,"During the  SolarWinds Compromise ,  APT29  used  netsh  to configure firewall rules that limited certain UDP outbound packets. "
G0139,TeamTNT,TeamTNT  has disabled  iptables . 
S0263,TYPEFRAME,TYPEFRAME  can open the Windows Firewall on the victim’s machine to allow incoming connections. 
S0412,ZxShell,ZxShell  can disable the firewall by modifying the registry key  HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile . 
M1047,Audit,Routinely check account role permissions to ensure only expected users and roles have permission to modify system firewalls.
M1022,Restrict File and Directory Permissions,Ensure proper process and file permissions are in place to prevent adversaries from disabling or modifying firewall settings.
M1024,Restrict Registry Permissions,Ensure proper Registry permissions are in place to prevent adversaries from disabling or modifying firewall settings.
M1018,User Account Management,Ensure proper user permissions are in place to prevent adversaries from disabling or modifying firewall settings.
S1091,Pacu,"Pacu  can disable or otherwise restrict various AWS logging services, such as AWS CloudTrail and VPC flow logs. "
M1018,User Account Management,Configure default account policy to enable logging. Manage policies to ensure only necessary users have permissions to make changes to logging policies.
C0025,2016 Ukraine Electric Power Attack,"During the  2016 Ukraine Electric Power Attack ,  Sandworm Team  disabled event logging on compromised systems. "
G0059,Magic Hound,Magic Hound  has executed scripts to disable the event log service. 
C0024,SolarWinds Compromise,"During the  SolarWinds Compromise ,  APT29 , used  AUDITPOL  to prevent the collection of audit logs. "
G0027,Threat Group-3390,Threat Group-3390  has used appcmd.exe to disable logging on a victim server. 
S0645,Wevtutil,Wevtutil  can be used to disable specific event logs on the system. 
M1047,Audit,Consider periodic review of  auditpol  settings for Administrator accounts and perform dynamic baselining on SIEM(s) to investigate potential malicious activity. Also ensure that the EventLog service and its threads are properly running.
M1022,Restrict File and Directory Permissions,"Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with logging or deleting or modifying .evtx logging files. Ensure .evtx files, which are located at  C:\Windows\system32\Winevt\Logs  , have the proper file permissions for limited, legitimate access and audit policies for detection."
M1024,Restrict Registry Permissions,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering logging. The addition of the MiniNT registry key disables Event Viewer. 
M1018,User Account Management,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with logging.
G0082,APT38,APT38  has prepended a space to all of their terminal commands to operate without leaving traces in the HISTCONTROL environment. 
S0692,SILENTTRINITY,SILENTTRINITY  can bypass ScriptBlock logging to execute unmanaged PowerShell code from memory. 
M1039,Environment Variable Permissions,"Prevent users from changing the  HISTCONTROL ,  HISTFILE , and  HISTFILESIZE  environment variables.  "
M1028,Operating System Configuration,"Make sure that the  HISTCONTROL  environment variable is set to ""ignoredups"" instead of ""ignoreboth"" or ""ignorespace""."
S1053,AvosLocker,AvosLocker  can restart a compromised machine in safe mode.  
